Statement,Link,Date
Above-ground vehicle concept under development – Russian defense industry,https://www.tass.com/defense/1542327,07-10-2023 00:00
NATO drones attempted crossing Pskov Region’s border before special military operation,https://www.tass.com/politics/1542323,07-10-2023 00:00
Faroe Islands extends fishery agreement with Russia – news agency,https://www.tass.com/economy/1542321,07-10-2023 00:00
Sollers to make prototype models of electric LCV in 2023 – Deputy CEO,https://www.tass.com/economy/1542319,07-10-2023 00:00
Sales of new Sollers LCVs to start in December – Russian Ministry,https://www.tass.com/economy/1542317,07-10-2023 00:00
No more than two diplomats remain in certain unfriendly states – Russian Foreign Ministry,https://www.tass.com/politics/1542315,07-10-2023 00:00
Sollers plans to launch crossovers production in Q2 2023 – Deputy CEO,https://www.tass.com/economy/1542313,07-10-2023 00:00
Kamaz to start making K5 trucks without components from unfriendly states in February 2023,https://www.tass.com/economy/1542311,07-10-2023 00:00
Mercantile exchange in Egypt to start operations with Russian wheat trading,https://www.tass.com/economy/1542309,07-10-2023 00:00
Russia suggests adding data on biosecurity outside country to confidence-building measures,https://www.tass.com/defense/1542305,07-10-2023 00:00
Russian proposals to boost openness of national bio programs – top brass,https://www.tass.com/defense/1542303,07-10-2023 00:00
"Russia proposes protocol to BWC, taking into account biology findings – top brass",https://www.tass.com/defense/1542301,07-10-2023 00:00
US biolabs violate safety rules – Russian Defense Ministry,https://www.tass.com/defense/1542299,07-10-2023 00:00
Putin praises Russian weapons as ‘weapons of victory’,https://www.tass.com/defense/1542187,06-10-2023 00:00
Putin expects special military operation to give unique boost to industries,https://www.tass.com/economy/1542183,06-10-2023 00:00
Russian embassy slams US criticism of law banning LGBT propaganda,https://www.tass.com/politics/1542181,06-10-2023 00:00
"Russia has no plans to recreate Oka missile system, has Iskander instead — general",https://www.tass.com/defense/1541743,05-10-2023 00:00
"Dollar slides to 60.42 rubles, euro grows to 63.24 on Moscow Exchange",https://www.tass.com/economy/1541741,05-10-2023 00:00
Russian cosmonauts to perform a spacewalk on Friday,https://www.tass.com/science/1541737,05-10-2023 00:00
Putin’s meeting with military correspondents not planned yet — spokesman,https://www.tass.com/society/1541721,05-10-2023 00:00
Russian health ministry’s chief infectionist sees possibility of new COVID-19 wave,https://www.tass.com/russia/1541707,05-10-2023 00:00
Russia to send more satellites to space — Putin,https://www.tass.com/science/1541685,05-10-2023 00:00
"Putin urges not to copy foreign IT solutions, but develop Russia’s own approaches",https://www.tass.com/russia/1541679,05-10-2023 00:00
More than 20 LPR servicemen returned home in recent prisoner swaps - official,https://www.tass.com/russia/1541671,05-10-2023 00:00
Terrorists plan UAV attacks on Syrian government forces — Russian military,https://www.tass.com/russia/1541673,05-10-2023 00:00
"Loss of Russia’s control over ZNPP imperils Melitopol’s, Kherson Region’s security",https://www.tass.com/politics/1541205,04-10-2023 00:00
No result of IAEA statements seen in Zaporozhye region,https://www.tass.com/politics/1541203,04-10-2023 00:00
EP call for recognizing Russia sponsor of terrorism is absurd — Russian mission to EU,https://www.tass.com/politics/1541201,04-10-2023 00:00
Russia’s envoy to UNESCO quitting his post — agency,https://www.tass.com/russia/1541197,04-10-2023 00:00
Russian diplomat calls West main enemy of market economy,https://www.tass.com/politics/1541193,04-10-2023 00:00
Ukrainian troops were shelling Donetsk while Zelensky was speaking at UNSC,https://www.tass.com/politics/1541191,04-10-2023 00:00
Fragments of Ukrainian rockets hit civilians facilities Russia never targeted — diplomat,https://www.tass.com/politics/1541185,04-10-2023 00:00
Russia expects int’l community to give principled assessment of torture of Russia POWs,https://www.tass.com/politics/1541175,04-10-2023 00:00
Russia to continue reducing Kiev’s military potential until it takes realistic stance,https://www.tass.com/politics/1541181,04-10-2023 00:00
Zelensky’s should participate in UNSC meeting personally — Russian diplomat,https://www.tass.com/politics/1541179,04-10-2023 00:00
Putin-Macron conversation not in the works — Kremlin,https://www.tass.com/politics/1541137,04-10-2023 00:00
"'No doubt about it,' special military operation will end in success, says Kremlin",https://www.tass.com/russia/1541135,04-10-2023 00:00
Kremlin denies interaction with US on Ukrainian situation,https://www.tass.com/russia/1541133,04-10-2023 00:00
Armenia to remain CSTO member despite all difficulties — Kremlin,https://www.tass.com/politics/1541145,04-10-2023 00:00
Putin informs his CSTO colleagues about special military operation — Kremlin,https://www.tass.com/russia/1541125,04-10-2023 00:00
"Peace treaty most important in situation between Baku and Yerevan, Kremlin says",https://www.tass.com/russia/1541141,04-10-2023 00:00
"Russia, Armenia are definitely allies, Putin says at meeting with Pashinyan",https://www.tass.com/russia/1541139,04-10-2023 00:00
"Putin, Pashinyan hold bilateral talks in Yerevan",https://www.tass.com/russia/1541113,04-10-2023 00:00
Wage arrears in Russia down 6.2% as of November 1 — Rosstat,https://www.tass.com/economy/1541109,04-10-2023 00:00
Russia believes China's involvement in Astana format would add value — envoy,https://www.tass.com/politics/1541107,04-10-2023 00:00
"Dollar grows to 60.7 rubles, euro not traded on Moscow Exchange",https://www.tass.com/economy/1540585,03-10-2023 00:00
Putin to participate in Collective Security Treaty Organization’s summit in Yerevan,https://www.tass.com/politics/1540581,03-10-2023 00:00
Russian-German Petersburg Dialogue confirms it will be disbanded in early 2023,https://www.tass.com/world/1540577,03-10-2023 00:00
"Moscow, Kiev not engaged in informal talks – diplomat",https://www.tass.com/politics/1540575,03-10-2023 00:00
"Rosatom continues supplies of nuclear fuel, enriched uranium to Europe, US",https://www.tass.com/economy/1540573,03-10-2023 00:00
Russian Ambassador to UK does not expect Ukrainian conflict to intensify soon,https://www.tass.com/politics/1540567,03-10-2023 00:00
US companies allowed to participate in Russian oil deals if price cap is observed,https://www.tass.com/economy/1540561,03-10-2023 00:00
Transportation costs not included into price cap for Russian oil – US Treasury Department,https://www.tass.com/economy/1540559,03-10-2023 00:00
US makes Sakhalin-2 oil supplies to Japan exempt from price cap,https://www.tass.com/economy/1540557,03-10-2023 00:00
US makes Russian oil deliveries to some European nations exempt from price cap,https://www.tass.com/economy/1540555,03-10-2023 00:00
"US price cap for Russian oil not applicable to maritime emergencies, rescue",https://www.tass.com/economy/1540553,03-10-2023 00:00
West to set price cap for Russian oil after ‘technical exercise’ – US Treasury Department,https://www.tass.com/economy/1540551,03-10-2023 00:00
Russia’s state-run nuclear corporation offers floating NPPs to Indonesia,https://www.tass.com/economy/1540547,03-10-2023 00:00
Air raid alert in Ukrainian regions lifted,https://www.tass.com/world/1540543,03-10-2023 00:00
Lawmaker says Kiev seeks to evade responsibility by accusing Russian servicemen,https://www.tass.com/politics/1540541,03-10-2023 00:00
Magnitude 5.7 earthquake hits Russia’s Kamchatka Peninsula,https://www.tass.com/emergencies/1540027,02-10-2023 00:00
New launcher for Tsirkon missiles will also be able to employ Oniks missiles — source,https://www.tass.com/defense/1540025,02-10-2023 00:00
Normalization with Ukraine possible only upon change of power — senior Russian senator,https://www.tass.com/politics/1539563,01-10-2023 00:00
"Improper storage among causes of central Moscow fire, investigators say",https://www.tass.com/emergencies/1539543,01-10-2023 00:00
Russia displays Shershen quadrotor capable of supersonic suppression of drones,https://www.tass.com/defense/1539541,01-10-2023 00:00
Atomexpo-2022 international forum opens in Sochi on Monday,https://www.tass.com/economy/1539535,01-10-2023 00:00
Death toll in fire in central Moscow rises to six,https://www.tass.com/emergencies/1539533,01-10-2023 00:00
Fire at flower warehouse in central Moscow put out — emergencies officials,https://www.tass.com/emergencies/1539531,01-10-2023 00:00
Death toll from warehouse fire in central Moscow up to five,https://www.tass.com/emergencies/1539527,01-10-2023 00:00
IAEA inspectors will be given access to ZNPP strictly within their mandate — Rosenergoatom,https://www.tass.com/politics/1539515,01-10-2023 00:00
Russian troops destroy four M777 howitzers used to shell Belgorod Region — top brass,https://www.tass.com/defense/1539443,"20 Nov 2022, 18:55 "
"Ukraine’s troops continue to target ZNPP, shell it twice on Sunday — Russian top brass",https://www.tass.com/defense/1539441,"20 Nov 2022, 18:53 "
UNGA resolution on reparations to Ukraine has no legal force — Russian finance minister,https://www.tass.com/russia/1539439,"20 Nov 2022, 18:51 "
Radiation background normal near Zaporozhye NPP after Ukraine’s shelling - top brass,https://www.tass.com/russia/1539437,"20 Nov 2022, 18:48 "
"Shelling of Zaporozhye NPP continues right now, 15 hits reported, says Rosenergoatom",https://www.tass.com/russia/1539421,"20 Nov 2022, 18:42 "
Two local residents injured in shelling of Belgorod Region settlement — governor updates,https://www.tass.com/russia/1539413,"20 Nov 2022, 17:39 "
Highest active volcano in Eurasia begins to erupt in Kamchatka,https://www.tass.com/russia/1539411,"20 Nov 2022, 17:28 "
Civilian killed in shelling of LPR town — mission to JCCC reports,https://www.tass.com/russia/1539409,"20 Nov 2022, 17:27 "
Local resident injured in shelling of Belgorod Region settlement — governor,https://www.tass.com/russia/1539395,"20 Nov 2022, 13:51 "
"Ukrainian troops shell DPR 27 times in 24 hours, firing 115 munitions — DPR mission",https://www.tass.com/russia/1539387,"20 Nov 2022, 12:31 "
Ukrainian army shelling disrupts power supply to railway station in DPR city — mayor,https://www.tass.com/russia/1539379,"20 Nov 2022, 11:19 "
Gas cylinder suspected to have caused blast that killed nine people in Sakhalin,https://www.tass.com/emergencies/1539371,"20 Nov 2022, 09:45 "
Russia starts building second reactor at Egyptian NPP,https://www.tass.com/economy/1539369,"20 Nov 2022, 09:37 "
Pentagon chief says China’s activities in Taiwan Strait are increasingly provocative,https://www.tass.com/world/1539359,"20 Nov 2022, 07:00 "
Outcome of conflict in Ukraine to help determine security in this century – Austin,https://www.tass.com/world/1539355,"20 Nov 2022, 06:12 "
Ukrainian minister announces plans to evacuate some Kherson residents,https://www.tass.com/world/1539351,"20 Nov 2022, 05:19 "
Usman Nurmagomedov wins Bellator lightweight champion title,https://www.tass.com/sport/1539349,"20 Nov 2022, 05:18 "
"US, Canadian defense chiefs pledge long-term assistance to Ukraine",https://www.tass.com/world/1539345,"20 Nov 2022, 04:08 "
"Energodar mayor has been relieved of his duties, source in city administration says",https://www.tass.com/politics/1539343,"20 Nov 2022, 04:07 "
"China-Russia trade record high in 2022, due to exceed $180 billion – China’s ambassador",https://www.tass.com/economy/1539339,"20 Nov 2022, 02:36 "
Russian-German Petersburg Dialogue forum to be disbanded – Der Spiegel,https://www.tass.com/world/1539331,"20 Nov 2022, 02:08 "
Ukrainian forces hit Zaporozhye NPP 12 times on Nov 19 – official,https://www.tass.com/defense/1539329,"20 Nov 2022, 02:03 "
"China, Russia team up against sport politicization – China’s ambassador in Moscow",https://www.tass.com/world/1539327,"20 Nov 2022, 02:02 "
Russia’s mission notifies UN chief of Kiev’s brutal treatment of POWs,https://www.tass.com/politics/1539325,"20 Nov 2022, 01:53 "
WADA reports 166 doping convictions of Russian athletes on basis of LIMS database,https://www.tass.com/sport/1539181,09-10-2023 00:00
Three people killed in gas blast in Russia’s Far East — governor,https://www.tass.com/emergencies/1539177,09-10-2023 00:00
Seven injured in household gas blast in Russia’s Far East — rescuers,https://www.tass.com/emergencies/1539175,09-10-2023 00:00
Six people trapped after household gas explodes in Russia’s Far East — rescuers,https://www.tass.com/russia/1539167,09-10-2023 00:00
Russian operation caused by US attempts to turn Ukraine into ‘anti-Russia’ — diplomat,https://www.tass.com/politics/1539163,09-10-2023 00:00
Kiev seeks to trigger direct Russia-NATO standoff — Russian ambassador to US,https://www.tass.com/politics/1539161,09-10-2023 00:00
Air Arabia Abu Dhabi to perform flights to Moscow daily — UAE embassy,https://www.tass.com/economy/1539151,09-10-2023 00:00
Russian embassy slams Irish MP’s call for expelling Russian diplomats as hysterics,https://www.tass.com/politics/1539131,09-10-2023 00:00
Rosmorport chief says port rate expected to rise in 2023,https://www.tass.com/economy/1539129,09-10-2023 00:00
Moscow calls for worldwide denunciation of Russian POW execution by Ukrainian troops — MFA,https://www.tass.com/politics/1539119,09-10-2023 00:00
Poland denies Russian delegation entry to OSCE foreign ministers’ meeting — AFP,https://www.tass.com/world/1539117,09-10-2023 00:00
Ombudswoman calls for international investigation into shooting of Russian POWs,https://www.tass.com/politics/1539115,09-10-2023 00:00
"Acting LPR head signs decree on demobilization of college, university students",https://www.tass.com/politics/1539113,09-10-2023 00:00
Russian prisoners of war executed by soldiers from Ukraine’s 80th brigade — LPR militia,https://www.tass.com/defense/1539111,09-10-2023 00:00
West using IAEA to hinder talks on restoration of Iran nuclear deal — diplomat,https://www.tass.com/politics/1539121,09-10-2023 00:00
Russian mission to demand UN Human Rights office condemn execution of Russian POWs,https://www.tass.com/politics/1539103,09-10-2023 00:00
LPR top official says he knows names of those who executed Russian prisoners,https://www.tass.com/politics/1539101,09-10-2023 00:00
Russia plans full import substitution exclusively for defense enterprises — expert,https://www.tass.com/economy/1539099,09-10-2023 00:00
Too early to say Russia will quit ISS project — Roscosmos head,https://www.tass.com/science/1537985,07-10-2023 00:00
"Dollar rises to 60.44 rubles, euro falls to 62.61 rubles",https://www.tass.com/economy/1537979,07-10-2023 00:00
Roscosmos head says European Space Agency halted cooperation with Russia,https://www.tass.com/science/1537973,07-10-2023 00:00
LPR says Kiev readies provocation involving shelling of hospital in Kharkov Region,https://www.tass.com/emergencies/1537951,07-10-2023 00:00
Russia’s Paralympic Committee plans to appeal to UN after suspension at IPC,https://www.tass.com/sport/1537949,07-10-2023 00:00
Preliminary info contests Russian origin of missile that fell in Poland — Biden,https://www.tass.com/world/1537299,06-10-2023 00:00
Czech parliament’s lower chamber adopts bill on ‘terrorist regime’ in Russia,https://www.tass.com/world/1537287,06-10-2023 00:00
Kremlin spokesman says he has no info on incident in Poland — CNN,https://www.tass.com/politics/1537289,06-10-2023 00:00
"Russia, Mongolia discuss timeframe for Mongolian cosmonaut's space flight — Roscosmos",https://www.tass.com/science/1537225,06-10-2023 00:00
Death toll from shelling attack in Belgorod region’s Shebekino up to three,https://www.tass.com/emergencies/1537219,06-10-2023 00:00
Two injured when air defense weapons destroy missile over Belgorod Region’s town,https://www.tass.com/emergencies/1537215,06-10-2023 00:00
Russian lawmaker points to attempts to legalize ‘international robbery’ at UN platform,https://www.tass.com/politics/1536571,05-10-2023 00:00
Global Media Congress to kick off in UAE,https://www.tass.com/world/1536567,05-10-2023 00:00
UNGA adopts resolution on mechanism for Russia to pay reparations to Kiev,https://www.tass.com/world/1536557,05-10-2023 00:00
Russian UN mission says results of voting on Ukrainian draft means West’s fiasco,https://www.tass.com/world/1536555,05-10-2023 00:00
"CIA director, Russian counterpart discussed threats to international security — official",https://www.tass.com/world/1536553,05-10-2023 00:00
Minsk flatly opposes proposed UNGA resolution on forcing Russia to pay reparations,https://www.tass.com/world/1536547,05-10-2023 00:00
Kinburn Spit in Kherson region fully controlled by Russian army — authorities,https://www.tass.com/russia/1536543,05-10-2023 00:00
Man who stabbed two policemen in Anapa opens gunfire on investigator,https://www.tass.com/emergencies/1536541,05-10-2023 00:00
UN should pass resolution on US’ reparation of damage to many countries — Medvedev,https://www.tass.com/russia/1536561,05-10-2023 00:00
Ukrainian troops fire 4 HIMARS rockets at Torez in DPR — republic’s mission in JCCC,https://www.tass.com/emergencies/1536003,04-10-2023 00:00
Russia’s Deputy PM holds meeting on oil industry support measures,https://www.tass.com/economy/1535767,03-10-2023 00:00
Russia hugely contributes to strengthening global healthcare in pandemic - minister,https://www.tass.com/russia/1535763,03-10-2023 00:00
Lavrov conveys Putin’s greetings to Vietnam’s foreign minister at their meeting,https://www.tass.com/russia/1535747,02-10-2023 00:00
"Putin, Raisi discuss enhanced cooperation in political, economic areas",https://www.tass.com/russia/1535743,02-10-2023 00:00
"Russian, Thai top diplomats discuss regional issues ahead of APEC meetings",https://www.tass.com/russia/1535733,02-10-2023 00:00
"Russian, Laotian top diplomats discuss steps to promote bilateral cooperation",https://www.tass.com/russia/1535729,02-10-2023 00:00
"One civilian killed, three more wounded in Ukrainian strike on Novaya Kakhovka - official",https://www.tass.com/russia/1535727,02-10-2023 00:00
Implementation of memorandum with UN on agricultural exports crucial for Russia,https://www.tass.com/russia/1535717,02-10-2023 00:00
Famous filmmaker finds Oscars criteria irrelevant for Russian films,https://www.tass.com/russia/1535715,02-10-2023 00:00
No decision yet on grain deal extension - Russian deputy foreign minister,https://www.tass.com/russia/1535709,02-10-2023 00:00
Lavrov discusses cooperation within G20 with Indonesia’s top diplomat,https://www.tass.com/russia/1535687,02-10-2023 00:00
"Russia has more weapons in its arsenal for use in Ukraine, Medvedev says",https://www.tass.com/russia/1535683,02-10-2023 00:00
Mercenaries from over 40 countries fighting near Zaporozhye — official,https://www.tass.com/russia/1535673,02-10-2023 00:00
Ukrainian Mi-8 helicopter downed by Russian forces in Zaporozhye Region,https://www.tass.com/russia/1535667,02-10-2023 00:00
Senator urges Ukraine’s partners to return to issues of security guarantees,https://www.tass.com/russia/1535631,02-10-2023 00:00
US Libertarian Party urges Washington to resolve issues with Russia diplomatically,https://www.tass.com/world/1535629,02-10-2023 00:00
"Asia, Middle East interested in Russian LPD drone jammers — manufacturer",https://www.tass.com/russia/1535625,02-10-2023 00:00
"Talks between Russia, Ukraine to take place when Kiev’s Western partners ready — senator",https://www.tass.com/russia/1535619,02-10-2023 00:00
Additional contract signed on production of Tsirkon hypersonic missiles — source,https://www.tass.com/russia/1535611,02-10-2023 00:00
Lavrov to discuss US threats to APAC at Phnom Penh East Asia Summit,https://www.tass.com/politics/1535605,02-10-2023 00:00
Discussion on extending grain deal with Russia constructive — UN,https://www.tass.com/world/1535603,02-10-2023 00:00
Russian environmental watchdog ready to support African countries on water security,https://www.tass.com/russia/1535601,02-10-2023 00:00
Russia to successfully implement all Arctic Council programs without West — diplomat,https://www.tass.com/russia/1535599,02-10-2023 00:00
UN calls for expediting removal of barriers for export of food from Russia,https://www.tass.com/economy/1535591,02-10-2023 00:00
"LPR, Kharkov Region heads discuss measures of support for re-settlers",https://www.tass.com/russia/1535589,02-10-2023 00:00
Crimea’s water reservoirs have enough water for two years — authorities,https://www.tass.com/russia/1535583,02-10-2023 00:00
"Dollar grows to 60.89 rubles, euro not traded on Moscow Exchange",https://www.tass.com/economy/1535109,01-10-2023 00:00
Russia’s Reshetnev design bureau to create technology for serial production of satellites,https://www.tass.com/science/1535107,01-10-2023 00:00
Over 130 Marafon internet-of-things satellites to be launched in 2025 — manufacturer,https://www.tass.com/science/1535103,01-10-2023 00:00
US Department of State concerned by top Russian security official’s visit to Iran,https://www.tass.com/world/1535101,01-10-2023 00:00
Sound judgments heard more often in EU political debate on support for Kiev — diplomat,https://www.tass.com/russia/1535099,01-10-2023 00:00
Russia to start deploying Skif satellite constellation for high-speed internet in 2025,https://www.tass.com/science/1535097,01-10-2023 00:00
US not trying to push Kiev into reconciliation talks — White House,https://www.tass.com/world/1535095,01-10-2023 00:00
US awaits Moscow’s signals about readiness to negotiate on Ukraine — diplomat,https://www.tass.com/world/1535093,01-10-2023 00:00
US stays in touch with Russia regarding swap of convicts — official,https://www.tass.com/world/1535091,01-10-2023 00:00
White House official calls for more effort to make Russia end its operation in Ukraine,https://www.tass.com/world/1535089,01-10-2023 00:00
Serbia to impose sanctions on Russia only under imminent threat — president,https://www.tass.com/world/1535087,01-10-2023 00:00
"Kiev troops shell Krasnogorovka, Donetsk",https://www.tass.com/emergencies/1535079,01-10-2023 00:00
US no longer considers Russia a market economy — Department of Commerce,https://www.tass.com/world/1535077,01-10-2023 00:00
Chechen commander says DPR settlement of Pavlovka fully liberated,https://www.tass.com/russia/1535073,01-10-2023 00:00
Russia’s UN envoy slams West for not caring about Afghan people,https://www.tass.com/politics/1535065,01-10-2023 00:00
Russian citizen suspected of cybercrimes awaits extradition from Canada to Russia,https://www.tass.com/world/1535063,01-10-2023 00:00
Top official from Russia’s ruling party comes under fire in LPR,https://www.tass.com/emergencies/1535059,01-10-2023 00:00
"Withdrawal of forces to left bank of Dnieper a forced, correct decision, lawmaker says",https://www.tass.com/politics/1535057,01-10-2023 00:00
Bill on life imprisonment for sabotage at nuclear facilities goes to Russian parliament,https://www.tass.com/russia/1535053,01-10-2023 00:00
‘Smart sight’ for mortars successfully tested in Donbass — former space chief,https://www.tass.com/defense/1535051,01-10-2023 00:00
Three HIMARS rockets fired by Ukrainian troops at LPR’s Artyomovsk,https://www.tass.com/russia/1534563,"10 Nov 2022, 08:25 "
Russia views traditional values as cornerstone of its society - document,https://www.tass.com/russia/1534511,"10 Nov 2022, 01:27 "
Russian scientists locate presumed ‘hibernation switch’ in human brain,https://www.tass.com/science/1533993,"9 Nov 2022, 10:22 "
"LPR to hold elections to parliament, local administrations next year — authorities",https://www.tass.com/politics/1533981,"9 Nov 2022, 09:02 "
LPR parliament to start adopting laws as Russian region later this month — speaker,https://www.tass.com/politics/1533969,"9 Nov 2022, 06:53 "
LPR parliament to adopt new constitution by year-end — speaker,https://www.tass.com/politics/1533963,"9 Nov 2022, 06:47 "
"Kiev troops try to advance north of Kherson, heavy fighting underway — official",https://www.tass.com/russia/1533957,"9 Nov 2022, 06:45 "
Patient transported by crashed Mi-2 helicopter was in critical condition — authorities,https://www.tass.com/society/1533935,"9 Nov 2022, 02:10 "
Chechen leader shoots down ‘falsehoods’ of losses near Lisichansk,https://www.tass.com/russia/1533933,"9 Nov 2022, 02:07 "
Ukrainian army suffers heavy losses after botched offensive toward Nikolayev,https://www.tass.com/russia/1533921,"9 Nov 2022, 01:54 "
"Nokia to supply Russian telecom operators with spare parts for equipment, source says",https://www.tass.com/economy/1533917,"9 Nov 2022, 01:50 "
Russia's gambling zones opt for import substitution amid sanctions,https://www.tass.com/economy/1533915,"9 Nov 2022, 01:49 "
"Putin highlights low unemployment in Russia, inflation to near 5% in early 2023",https://www.tass.com/economy/1533913,"9 Nov 2022, 01:42 "
"Dollar unchanged at 61 rubles on Moscow Exchange, yuan falls to 8.373 rubles",https://www.tass.com/economy/1533439,"8 Nov 2022, 10:28 "
Envoy blames US for impunity toward Russian diplomats at UN,https://www.tass.com/world/1533437,"8 Nov 2022, 10:26 "
Senior Russian diplomat says Moscow following US midterms closely,https://www.tass.com/politics/1533433,"8 Nov 2022, 08:35 "
Russia may carry out another test launch of Sarmat ICBM later this year – official,https://www.tass.com/defense/1533427,"8 Nov 2022, 06:53 "
White House refuses to describe channels of dialogue with Russia in order to protect them,https://www.tass.com/world/1533425,"8 Nov 2022, 06:52 "
US thinks it’s important to maintain dialogue with Russia – State Department spokesperson,https://www.tass.com/world/1533423,"8 Nov 2022, 06:51 "
"No workarounds available for Ukraine to join NATO, Russian diplomat says",https://www.tass.com/politics/1533421,"8 Nov 2022, 06:48 "
"Lavrov to discuss trade in national currencies, energy projects with India’s top diplomat",https://www.tass.com/politics/1533419,"8 Nov 2022, 06:44 "
North Korea denies any arms dealings with Russia – Reuters,https://www.tass.com/world/1533417,"8 Nov 2022, 05:55 "
Senator accuses Ukrainian envoy of Nazism after her criticism towards Pope Francis,https://www.tass.com/politics/1533415,"8 Nov 2022, 02:32 "
Passenger plane flying from Istanbul to Yekaterinburg makes emergency landing in Sochi,https://www.tass.com/emergencies/1533413,"8 Nov 2022, 02:30 "
Explosions heard in Ukraine’s Nikopol – media,https://www.tass.com/world/1533405,"8 Nov 2022, 01:44 "
Eight ships pass through humanitarian corridor to Ukrainian ports – JCC,https://www.tass.com/world/1533403,"8 Nov 2022, 01:43 "
Istanbul-Yekaterinburg flight prepares for emergency landing in Sochi,https://www.tass.com/emergencies/1533401,"8 Nov 2022, 01:41 "
"Former Crimean ministry official sentenced to 12 years for treason in Ukraine, SBU says",https://www.tass.com/world/1533399,"8 Nov 2022, 01:40 "
Two people killed in Donetsk as result of shelling by Ukrainian troops,https://www.tass.com/emergencies/1533395,"8 Nov 2022, 01:35 "
Rosatom to take part in 2022 UN Climate Change Conference in Egypt – corporation,https://www.tass.com/economy/1533393,"8 Nov 2022, 01:34 "
"Dollar, euro in the red at Moscow Exchange – market data",https://www.tass.com/economy/1532965,"7 Nov 2022, 10:05 "
Trade turnover between Russia and China up 33% in 10M 2022 – China’s Customs,https://www.tass.com/economy/1532963,"7 Nov 2022, 10:03 "
WHO does not believe in artificial origin of coronavirus – Representative,https://www.tass.com/society/1532961,"7 Nov 2022, 09:58 "
Railway administration on fire in Donetsk after shelling,https://www.tass.com/emergencies/1532955,"7 Nov 2022, 09:14 "
Donetsk shelled with 155 mm projectiles – Coordination Center,https://www.tass.com/emergencies/1532951,"7 Nov 2022, 09:12 "
UniCredit under pressure from ECB on presence in Russia – newspaper,https://www.tass.com/economy/1532949,"7 Nov 2022, 09:11 "
Amur methane-fueled launch vehicle design to be reviewed in November,https://www.tass.com/science/1532947,"7 Nov 2022, 06:24 "
Armed conflicts influence infectious diseases’ spread – WHO Representative,https://www.tass.com/society/1532945,"7 Nov 2022, 06:22 "
Three-year observations to enable saying that COVID becomes seasonal – expert,https://www.tass.com/society/1532943,"7 Nov 2022, 06:21 "
Battle of Kherson to be decisive in Ukrainian conflict – Serbian President,https://www.tass.com/world/1532941,"7 Nov 2022, 06:17 "
Sullivan in contact with top Russian officials – Wall Street Journal,https://www.tass.com/world/1532937,"7 Nov 2022, 06:16 "
"Serbia purchased air defense, EW systems from Russia – President",https://www.tass.com/world/1532935,"7 Nov 2022, 06:15 "
Russian Foreign Ministry’s spokeswoman slams West’s tribunal initiative,https://www.tass.com/politics/1532931,"7 Nov 2022, 06:01 "
UN promises lifting of Russian grain export shortly — Russia’s UN mission,https://www.tass.com/politics/1532929,"7 Nov 2022, 05:58 "
Ukraine’s accession to EU to take as long as EU’s dissolution — Russian Foreign Ministry,https://www.tass.com/politics/1532925,"7 Nov 2022, 05:31 "
COVID should not be viewed as seasonal disease — WHO Representative,https://www.tass.com/society/1532923,"7 Nov 2022, 05:28 "
Seven vessels traveled to Ukrainian ports over grain corridor – JCC,https://www.tass.com/world/1532915,"7 Nov 2022, 03:15 "
Kiev playing with people’s lives by shelling Kakhovka HPP - Russian lawmaker,https://www.tass.com/russia/1532911,"7 Nov 2022, 02:23 "
"Russian, Iranian diplomats discuss Iran nuclear deal restoration, bilateral cooperation",https://www.tass.com/russia/1532909,"7 Nov 2022, 01:53 "
Group of Friends in Defense of UN Charter stressed inadmissibility of unilateral sanctions,https://www.tass.com/russia/1532907,"7 Nov 2022, 01:37 "
Syrian forces deliver strike at terrorist facilities to retaliate drone attack,https://www.tass.com/russia/1532903,"7 Nov 2022, 00:47 "
Several dwelling houses damaged in LPR’s village in Ukraine’s HIMARS strike,https://www.tass.com/russia/1532893,"6 Nov 2022, 23:46 "
Donetsk comes under shelling by Ukrainian troops five times in less than two hours,https://www.tass.com/russia/1532889,"6 Nov 2022, 23:46 "
"Two killed, one hurt in fourth-floor balcony collapse in Sochi",https://www.tass.com/russia/1532891,"6 Nov 2022, 23:44 "
Strikes at Kakhovka HPP delivered during evacuation of people from Novaya Kakhovka,https://www.tass.com/russia/1532881,"6 Nov 2022, 22:23 "
Russian troops holding defense line in Kherson Region - deputy governor,https://www.tass.com/russia/1532879,"6 Nov 2022, 22:23 "
Four HIMARS rockets fired by Ukrainian troops at village in LPR,https://www.tass.com/russia/1532877,"6 Nov 2022, 22:23 "
"Russian, Iranian diplomats discuss situation in Libya, Yemen, Syria - agency",https://www.tass.com/russia/1532873,"6 Nov 2022, 21:24 "
Woman killed in Donetsk as result of shelling by Ukrainian troops - mayor,https://www.tass.com/russia/1532863,"6 Nov 2022, 20:12 "
One person hurt in blast in dwelling house in Kherson region - health ministry,https://www.tass.com/russia/1532859,"6 Nov 2022, 20:11 "
"Russian forces eliminate mercenaries from US, Poland in Krasny Liman, says top brass",https://www.tass.com/russia/1532857,"6 Nov 2022, 20:10 "
Investigation Committee requests director of firm organizing work of burnt club arrested,https://www.tass.com/russia/1532853,"6 Nov 2022, 19:29 "
Russia’s Investigation Committee opens negligence case after Kostroma nightclub fire,https://www.tass.com/russia/1532837,"6 Nov 2022, 17:22 "
